percentCoverage,basisofrecord,country,class,totalSpeciesInCountry,totalSpeciesWith10Images,license
12.8968253968254,PRESERVED_SPECIMEN,United Kingdom,Gymnolaemata,504,65,non-commercial
12.8968253968254,PRESERVED_SPECIMEN,United Kingdom,Gymnolaemata,504,65,open commercial
12.8968253968254,PRESERVED_SPECIMEN,United Kingdom,Gymnolaemata,504,65,total
12.8934885726606,HUMAN_OBSERVATION,New Zealand,Agaricomycetes,2319,299,non-commercial
12.8934885726606,HUMAN_OBSERVATION,New Zealand,Agaricomycetes,2319,299,total
12.8358208955224,PRESERVED_SPECIMEN,Germany,Actinopterygii,670,86,non-commercial
12.8283862163084,PRESERVED_SPECIMEN,Thailand,Liliopsida,2931,376,total
12.8227960819234,PRESERVED_SPECIMEN,India,Polypodiopsida,1123,144,total
12.8205128205128,PRESERVED_SPECIMEN,Mauritius,Insecta,429,55,total
12.82022597606,HUMAN_OBSERVATION,United States,Agaricomycetes,8939,1146,total
12.8158844765343,PRESERVED_SPECIMEN,Cameroon,Bryopsida,554,71,total
12.8021148036254,PRESERVED_SPECIMEN,Kyrgyzstan,Magnoliopsida,2648,339,open commercial
12.8021148036254,PRESERVED_SPECIMEN,Kyrgyzstan,Magnoliopsida,2648,339,non-commercial
12.8021148036254,PRESERVED_SPECIMEN,Kyrgyzstan,Magnoliopsida,2648,339,total
12.753036437247,PRESERVED_SPECIMEN,Canada,Jungermanniopsida,494,63,non-commercial
12.753036437247,PRESERVED_SPECIMEN,Canada,Jungermanniopsida,494,63,open commercial
12.7134724857685,HUMAN_OBSERVATION,Svalbard & Jan Mayen,Aves,527,67,total
12.6825518831668,PRESERVED_SPECIMEN,Brazil,Jungermanniopsida,1301,165,non-commercial
12.6825518831668,PRESERVED_SPECIMEN,Brazil,Jungermanniopsida,1301,165,open commercial
12.6611957796014,HUMAN_OBSERVATION,Denmark,Lecanoromycetes,853,108,total
12.6353790613718,PRESERVED_SPECIMEN,Cameroon,Bryopsida,554,70,open commercial
12.6353790613718,PRESERVED_SPECIMEN,Cameroon,Bryopsida,554,70,non-commercial
12.5703564727955,PRESERVED_SPECIMEN,Mexico,Amphibia,533,67,non-commercial
12.5595280403725,PRESERVED_SPECIMEN,France,Magnoliopsida,14069,1767,non-commercial
12.5490196078431,HUMAN_OBSERVATION,Norway,Pucciniomycetes,255,32,total
12.5454545454545,HUMAN_OBSERVATION,Malaysia,Aves,1100,138,total
12.5,PRESERVED_SPECIMEN,Venezuela,Lycopodiopsida,184,23,total
12.4958048998769,HUMAN_OBSERVATION,United States,Agaricomycetes,8939,1117,non-commercial
12.4343257443082,PRESERVED_SPECIMEN,Mexico,Bryopsida,1713,213,open commercial
12.4343257443082,PRESERVED_SPECIMEN,Mexico,Bryopsida,1713,213,non-commercial
12.4315871774824,PRESERVED_SPECIMEN,France,Magnoliopsida,14069,1749,open commercial
12.4131944444444,PRESERVED_SPECIMEN,Gabon,Magnoliopsida,4608,572,total
12.3318385650224,PRESERVED_SPECIMEN,Papua New Guinea,Reptilia,446,55,open commercial
12.3203285420945,HUMAN_OBSERVATION,Madagascar,Reptilia,487,60,total
12.3203285420945,HUMAN_OBSERVATION,Madagascar,Reptilia,487,60,non-commercial
12.3134328358209,HUMAN_OBSERVATION,New Zealand,Aves,536,66,open commercial
12.3008285532186,PRESERVED_SPECIMEN,Mali,Magnoliopsida,1569,193,total
12.3008285532186,PRESERVED_SPECIMEN,Mali,Magnoliopsida,1569,193,non-commercial
12.3008285532186,PRESERVED_SPECIMEN,Mali,Magnoliopsida,1569,193,open commercial
12.2238586156112,PRESERVED_SPECIMEN,Guadeloupe,Liliopsida,679,83,total
12.2033898305085,PRESERVED_SPECIMEN,United States,Bryopsida,2950,360,open commercial
11.988011988012,HUMAN_OBSERVATION,Netherlands,Aves,1001,120,total
11.9754350051177,PRESERVED_SPECIMEN,Thailand,Liliopsida,2931,351,non-commercial
11.9278779472954,HUMAN_OBSERVATION,Portugal,Aves,721,86,non-commercial
11.9278779472954,HUMAN_OBSERVATION,Portugal,Aves,721,86,total
11.8589743589744,HUMAN_OBSERVATION,Spain,Reptilia,312,37,total
11.8483412322275,HUMAN_OBSERVATION,Algeria,Aves,422,50,total
11.8483412322275,HUMAN_OBSERVATION,Algeria,Aves,422,50,non-commercial
11.8361153262519,PRESERVED_SPECIMEN,Honduras,Polypodiopsida,659,78,total
11.8203309692671,PRESERVED_SPECIMEN,Turkmenistan,Liliopsida,423,50,total
11.8198874296435,PRESERVED_SPECIMEN,Mexico,Amphibia,533,63,open commercial
11.8090452261307,HUMAN_OBSERVATION,Australia,Elasmobranchii,398,47,non-commercial
11.7436448263516,PRESERVED_SPECIMEN,Canada,Liliopsida,2793,328,open commercial
11.7120477433793,HUMAN_OBSERVATION,Brazil,Aves,2681,314,non-commercial
11.6666666666667,HUMAN_OBSERVATION,Singapore,Reptilia,180,21,total
11.6666666666667,HUMAN_OBSERVATION,Singapore,Reptilia,180,21,non-commercial
11.6609505144537,HUMAN_OBSERVATION,India,Aves,2041,238,total
11.6504854368932,HUMAN_OBSERVATION,United States,Polyplacophora,309,36,total
11.6322701688555,PRESERVED_SPECIMEN,Ecuador,Reptilia,533,62,total
11.6279069767442,HUMAN_OBSERVATION,Norway,Myxomycetes,301,35,total
11.6139585605234,PRESERVED_SPECIMEN,United States,Leotiomycetes,1834,213,non-commercial
11.5909090909091,PRESERVED_SPECIMEN,Micronesia (Federated States of),Magnoliopsida,880,102,total
11.5789473684211,HUMAN_OBSERVATION,Australia,Mammalia,760,88,non-commercial
11.5720524017467,PRESERVED_SPECIMEN,Comoros,Magnoliopsida,916,106,open commercial
11.5720524017467,PRESERVED_SPECIMEN,Comoros,Magnoliopsida,916,106,non-commercial
11.5720524017467,PRESERVED_SPECIMEN,Comoros,Magnoliopsida,916,106,total
11.5660184237462,PRESERVED_SPECIMEN,Thailand,Liliopsida,2931,339,open commercial
11.5384615384615,HUMAN_OBSERVATION,Canada,Reptilia,364,42,total
11.4445219818562,HUMAN_OBSERVATION,Australia,Aves,1433,164,open commercial
11.437908496732,HUMAN_OBSERVATION,Costa Rica,Mammalia,306,35,total
11.3861386138614,PRESERVED_SPECIMEN,South Africa,Amphibia,202,23,total
11.3750821107948,PRESERVED_SPECIMEN,Canada,Magnoliopsida,9134,1039,non-commercial
11.3475177304965,PRESERVED_SPECIMEN,Turkmenistan,Liliopsida,423,48,open commercial
11.3475177304965,PRESERVED_SPECIMEN,Turkmenistan,Liliopsida,423,48,non-commercial
11.2868047982552,PRESERVED_SPECIMEN,United States,Leotiomycetes,1834,207,open commercial
11.265164644714,PRESERVED_SPECIMEN,Oman,Magnoliopsida,1154,130,total
11.265164644714,PRESERVED_SPECIMEN,Oman,Magnoliopsida,1154,130,non-commercial
11.2637362637363,HUMAN_OBSERVATION,Canada,Reptilia,364,41,non-commercial
11.2554112554113,PRESERVED_SPECIMEN,United States,Pezizomycetes,693,78,total
11.2456747404844,HUMAN_OBSERVATION,Tanzania,Mammalia,578,65,total
11.2436115843271,PRESERVED_SPECIMEN,Germany,Lecanoromycetes,1761,198,total
11.1432706222865,PRESERVED_SPECIMEN,France,Florideophyceae,691,77,non-commercial
11.1432706222865,PRESERVED_SPECIMEN,France,Florideophyceae,691,77,open commercial
11.1413043478261,PRESERVED_SPECIMEN,Kenya,Reptilia,368,41,open commercial
11.130039750142,PRESERVED_SPECIMEN,Germany,Lecanoromycetes,1761,196,non-commercial
11.1208406304729,PRESERVED_SPECIMEN,Portugal,Liliopsida,1142,127,total
11.0948905109489,PRESERVED_SPECIMEN,Cuba,Agaricomycetes,685,76,non-commercial
11.0948905109489,PRESERVED_SPECIMEN,Cuba,Agaricomycetes,685,76,total
11.0948905109489,PRESERVED_SPECIMEN,Cuba,Agaricomycetes,685,76,open commercial
11.0687022900763,PRESERVED_SPECIMEN,Madagascar,Bryopsida,1048,116,total
11.0612855007474,HUMAN_OBSERVATION,Botswana,Aves,669,74,non-commercial
11.0612855007474,HUMAN_OBSERVATION,Botswana,Aves,669,74,total
11.0588235294118,PRESERVED_SPECIMEN,U.S. Virgin Islands,Magnoliopsida,1275,141,total
11.0476052669657,PRESERVED_SPECIMEN,Venezuela,Magnoliopsida,13822,1527,total
11.0289937464468,HUMAN_OBSERVATION,Germany,Aves,1759,194,total
11.0236220472441,PRESERVED_SPECIMEN,Guadeloupe,Polypodiopsida,381,42,total
10.9152927799886,HUMAN_OBSERVATION,Germany,Aves,1759,192,non-commercial
10.8635097493036,HUMAN_OBSERVATION,Norway,Jungermanniopsida,359,39,total
10.8173076923077,PRESERVED_SPECIMEN,Germany,Myxomycetes,416,45,non-commercial
10.8173076923077,PRESERVED_SPECIMEN,Germany,Myxomycetes,416,45,total
10.7892107892108,HUMAN_OBSERVATION,Netherlands,Aves,1001,108,non-commercial
10.7843137254902,HUMAN_OBSERVATION,Costa Rica,Mammalia,306,33,non-commercial
10.7717041800643,PRESERVED_SPECIMEN,Azerbaijan,Liliopsida,622,67,non-commercial
10.7717041800643,PRESERVED_SPECIMEN,Azerbaijan,Liliopsida,622,67,total
10.7717041800643,PRESERVED_SPECIMEN,Azerbaijan,Liliopsida,622,67,open commercial
10.7407407407407,PRESERVED_SPECIMEN,Iran,Reptilia,270,29,total
10.7398568019093,PRESERVED_SPECIMEN,Puerto Rico,Agaricomycetes,419,45,non-commercial
10.7398568019093,PRESERVED_SPECIMEN,Puerto Rico,Agaricomycetes,419,45,open commercial
10.7398568019093,PRESERVED_SPECIMEN,Puerto Rico,Agaricomycetes,419,45,total
10.727969348659,PRESERVED_SPECIMEN,Russia,Jungermanniopsida,522,56,total
10.7163657542225,PRESERVED_SPECIMEN,Georgia,Magnoliopsida,3434,368,total
10.6598984771574,PRESERVED_SPECIMEN,Guinea,Polypodiopsida,197,21,total
10.6460274838098,PRESERVED_SPECIMEN,Chile,Magnoliopsida,6331,674,total
10.6382978723404,PRESERVED_SPECIMEN,Mauritius,Bryopsida,329,35,total
10.6382978723404,PRESERVED_SPECIMEN,Mauritius,Bryopsida,329,35,open commercial
10.6382978723404,PRESERVED_SPECIMEN,Mauritius,Bryopsida,329,35,non-commercial
10.6290040768783,PRESERVED_SPECIMEN,Georgia,Magnoliopsida,3434,365,non-commercial
10.6290040768783,PRESERVED_SPECIMEN,Georgia,Magnoliopsida,3434,365,open commercial
10.6060606060606,PRESERVED_SPECIMEN,Guatemala,Reptilia,330,35,total
10.5263157894737,PRESERVED_SPECIMEN,Canada,Polypodiopsida,304,32,non-commercial
10.5173393973849,PRESERVED_SPECIMEN,Cameroon,Liliopsida,1759,185,total
10.4838709677419,PRESERVED_SPECIMEN,Saudi Arabia,Insecta,372,39,total
10.4761904761905,PRESERVED_SPECIMEN,Trinidad & Tobago,Polypodiopsida,420,44,total
10.4565537555228,PRESERVED_SPECIMEN,Guadeloupe,Liliopsida,679,71,non-commercial
10.4565537555228,PRESERVED_SPECIMEN,Guadeloupe,Liliopsida,679,71,open commercial
10.4166666666667,HUMAN_OBSERVATION,Switzerland,Aves,576,60,non-commercial
10.4166666666667,HUMAN_OBSERVATION,Switzerland,Aves,576,60,total
10.3960396039604,PRESERVED_SPECIMEN,South Africa,Amphibia,202,21,non-commercial
10.3960396039604,PRESERVED_SPECIMEN,French Guiana,Magnoliopsida,4646,483,open commercial
10.3960396039604,PRESERVED_SPECIMEN,French Guiana,Magnoliopsida,4646,483,non-commercial
10.3806228373702,PRESERVED_SPECIMEN,Tanzania,Mammalia,578,60,total
10.3806228373702,PRESERVED_SPECIMEN,Tanzania,Mammalia,578,60,non-commercial
10.3703703703704,PRESERVED_SPECIMEN,Iran,Reptilia,270,28,non-commercial
10.3250478011472,HUMAN_OBSERVATION,Mali,Magnoliopsida,1569,162,total
10.3044496487119,PRESERVED_SPECIMEN,Puerto Rico,Sordariomycetes,427,44,non-commercial
10.3044496487119,PRESERVED_SPECIMEN,Puerto Rico,Sordariomycetes,427,44,open commercial
10.3044496487119,PRESERVED_SPECIMEN,Puerto Rico,Sordariomycetes,427,44,total
10.2756892230576,HUMAN_OBSERVATION,Cuba,Aves,399,41,total
10.2756892230576,HUMAN_OBSERVATION,Cuba,Aves,399,41,non-commercial
10.2363462152667,PRESERVED_SPECIMEN,Guyana,Magnoliopsida,6262,641,total
10.2173913043478,PRESERVED_SPECIMEN,Tanzania,Polypodiopsida,460,47,non-commercial
10.2150537634409,PRESERVED_SPECIMEN,Saudi Arabia,Insecta,372,38,non-commercial
10.2068965517241,PRESERVED_SPECIMEN,Georgia,Liliopsida,725,74,total
10.2040816326531,PRESERVED_SPECIMEN,Norway,Bryopsida,1127,115,total
10.1532567049808,PRESERVED_SPECIMEN,Russia,Jungermanniopsida,522,53,non-commercial
10.1532567049808,PRESERVED_SPECIMEN,Russia,Jungermanniopsida,522,53,open commercial
10.1503759398496,HUMAN_OBSERVATION,Madagascar,Mammalia,266,27,non-commercial
10.1503759398496,HUMAN_OBSERVATION,Madagascar,Mammalia,266,27,total
10.124954061007,HUMAN_OBSERVATION,Australia,Actinopterygii,5442,551,total
10.0988700564972,PRESERVED_SPECIMEN,United States,Reptilia,2832,286,total
10.0926879505664,PRESERVED_SPECIMEN,Guinea,Liliopsida,971,98,total
10.062893081761,HUMAN_OBSERVATION,Australia,Amphibia,318,32,non-commercial
10.0591715976331,HUMAN_OBSERVATION,Serbia,Agaricomycetes,338,34,total
10.0591715976331,HUMAN_OBSERVATION,Serbia,Agaricomycetes,338,34,non-commercial
10.0440960313572,HUMAN_OBSERVATION,India,Aves,2041,205,non-commercial
10.0286532951289,PRESERVED_SPECIMEN,United States,Eurotiomycetes,1047,105,total
10.0236779794791,HUMAN_OBSERVATION,Australia,Reptilia,1267,127,non-commercial
10,HUMAN_OBSERVATION,Iceland,Aves,600,60,non-commercial
10,HUMAN_OBSERVATION,Iceland,Aves,600,60,total
9.97067448680352,PRESERVED_SPECIMEN,Vanuatu,Polypodiopsida,341,34,open commercial
9.97067448680352,PRESERVED_SPECIMEN,Vanuatu,Polypodiopsida,341,34,non-commercial
9.97067448680352,PRESERVED_SPECIMEN,Vanuatu,Polypodiopsida,341,34,total
9.9609375,PRESERVED_SPECIMEN,Martinique,Liliopsida,512,51,total
9.95975855130785,PRESERVED_SPECIMEN,Nigeria,Magnoliopsida,3976,396,total
9.95091477019188,HUMAN_OBSERVATION,United States,Actinopterygii,6723,669,total
9.9437148217636,PRESERVED_SPECIMEN,Ecuador,Reptilia,533,53,non-commercial
9.93914807302231,PRESERVED_SPECIMEN,Vietnam,Liliopsida,2465,245,total
9.93589743589744,HUMAN_OBSERVATION,Spain,Reptilia,312,31,non-commercial
9.87183927952892,PRESERVED_SPECIMEN,Azerbaijan,Magnoliopsida,2887,285,non-commercial
9.87183927952892,PRESERVED_SPECIMEN,Azerbaijan,Magnoliopsida,2887,285,total
9.8580121703854,PRESERVED_SPECIMEN,Vietnam,Liliopsida,2465,243,non-commercial
9.83720124696917,PRESERVED_SPECIMEN,Azerbaijan,Magnoliopsida,2887,284,open commercial
9.82800982800983,PRESERVED_SPECIMEN,Fiji,Polypodiopsida,407,40,non-commercial
9.81416957026713,PRESERVED_SPECIMEN,Ecuador,Polypodiopsida,1722,169,total
9.78260869565217,PRESERVED_SPECIMEN,Tanzania,Polypodiopsida,460,45,open commercial
9.77828311540648,PRESERVED_SPECIMEN,Cameroon,Liliopsida,1759,172,non-commercial
9.77687626774848,PRESERVED_SPECIMEN,Vietnam,Liliopsida,2465,241,open commercial
9.765625,PRESERVED_SPECIMEN,Martinique,Liliopsida,512,50,open commercial
9.765625,PRESERVED_SPECIMEN,Martinique,Liliopsida,512,50,non-commercial
9.75609756097561,HUMAN_OBSERVATION,Dominican Republic,Aves,328,32,total
9.75609756097561,HUMAN_OBSERVATION,Dominican Republic,Aves,328,32,non-commercial
9.74842767295597,PRESERVED_SPECIMEN,Australia,Amphibia,318,31,total
9.72222222222222,PRESERVED_SPECIMEN,Greenland,Magnoliopsida,432,42,total
9.70873786407767,HUMAN_OBSERVATION,United States,Polyplacophora,309,30,non-commercial
9.70149253731343,PRESERVED_SPECIMEN,New Zealand,Aves,536,52,total
9.69254820218864,PRESERVED_SPECIMEN,China,Polypodiopsida,1919,186,total
9.60773166571916,PRESERVED_SPECIMEN,Cameroon,Liliopsida,1759,169,open commercial
9.58904109589041,HUMAN_OBSERVATION,Belize,Aves,657,63,total
9.58904109589041,HUMAN_OBSERVATION,Belize,Aves,657,63,non-commercial
9.58230958230958,PRESERVED_SPECIMEN,Fiji,Polypodiopsida,407,39,open commercial
9.54198473282443,PRESERVED_SPECIMEN,Madagascar,Bryopsida,1048,100,open commercial
9.54198473282443,PRESERVED_SPECIMEN,Madagascar,Bryopsida,1048,100,non-commercial
9.54198473282443,HUMAN_OBSERVATION,Zimbabwe,Mammalia,262,25,total
9.54198473282443,HUMAN_OBSERVATION,Zimbabwe,Mammalia,262,25,non-commercial
9.52380952380952,HUMAN_OBSERVATION,Norway,Pezizomycetes,462,44,total
9.51760104302477,HUMAN_OBSERVATION,United States,Amphibia,767,73,open commercial
9.51557093425606,HUMAN_OBSERVATION,Tanzania,Mammalia,578,55,non-commercial
9.5,HUMAN_OBSERVATION,Puerto Rico,Aves,400,38,non-commercial
9.5,HUMAN_OBSERVATION,Puerto Rico,Aves,400,38,total
9.49227373068433,PRESERVED_SPECIMEN,Philippines,Agaricomycetes,453,43,open commercial
9.49227373068433,PRESERVED_SPECIMEN,Philippines,Agaricomycetes,453,43,total
9.49227373068433,PRESERVED_SPECIMEN,Philippines,Agaricomycetes,453,43,non-commercial
9.49017477134837,PRESERVED_SPECIMEN,Colombia,Magnoliopsida,22086,2096,total
9.46372239747634,HUMAN_OBSERVATION,Lithuania,Agaricomycetes,317,30,non-commercial
9.46372239747634,HUMAN_OBSERVATION,Lithuania,Agaricomycetes,317,30,total
9.43396226415094,PRESERVED_SPECIMEN,Comoros,Liliopsida,318,30,non-commercial
9.43396226415094,PRESERVED_SPECIMEN,Comoros,Liliopsida,318,30,open commercial
9.43396226415094,PRESERVED_SPECIMEN,Comoros,Liliopsida,318,30,total
9.43347859523199,PRESERVED_SPECIMEN,Papua New Guinea,Insecta,3901,368,total
9.41704035874439,PRESERVED_SPECIMEN,Brazil,Ulvophyceae,223,21,non-commercial
9.41704035874439,PRESERVED_SPECIMEN,Brazil,Ulvophyceae,223,21,open commercial
9.40766550522648,PRESERVED_SPECIMEN,Puerto Rico,Cyanophyceae,287,27,total
9.4,PRESERVED_SPECIMEN,Malawi,Actinopterygii,500,47,non-commercial
9.4,PRESERVED_SPECIMEN,Malawi,Actinopterygii,500,47,open commercial
9.4,PRESERVED_SPECIMEN,Malawi,Actinopterygii,500,47,total
9.32400932400932,PRESERVED_SPECIMEN,Mauritius,Insecta,429,40,non-commercial
9.3192868719611,PRESERVED_SPECIMEN,Ecuador,Magnoliopsida,14808,1380,total
9.25747348119576,PRESERVED_SPECIMEN,Turkmenistan,Magnoliopsida,2074,192,total
9.25747348119576,PRESERVED_SPECIMEN,Turkmenistan,Magnoliopsida,2074,192,non-commercial
9.25747348119576,PRESERVED_SPECIMEN,Turkmenistan,Magnoliopsida,2074,192,open commercial
9.24731182795699,PRESERVED_SPECIMEN,French Polynesia,Liliopsida,465,43,total
9.23076923076923,HUMAN_OBSERVATION,Poland,Aves,650,60,total
9.21658986175115,HUMAN_OBSERVATION,United States,Maxillopoda,434,40,total
9.21052631578947,PRESERVED_SPECIMEN,Chile,Polypodiopsida,304,28,non-commercial
9.1703056768559,PRESERVED_SPECIMEN,Indonesia,Lycopodiopsida,229,21,non-commercial
9.1703056768559,PRESERVED_SPECIMEN,Indonesia,Lycopodiopsida,229,21,open commercial
9.11949685534591,PRESERVED_SPECIMEN,Australia,Amphibia,318,29,non-commercial
9.09090909090909,PRESERVED_SPECIMEN,Brunei,Polypodiopsida,264,24,total
9.09090909090909,PRESERVED_SPECIMEN,Brunei,Polypodiopsida,264,24,non-commercial
9.09090909090909,PRESERVED_SPECIMEN,Brunei,Polypodiopsida,264,24,open commercial
9.09090909090909,PRESERVED_SPECIMEN,Réunion,Polypodiopsida,341,31,total
9.06735751295337,PRESERVED_SPECIMEN,United States,Rhabditophora,386,35,total
9.05660377358491,HUMAN_OBSERVATION,Iran,Aves,530,48,non-commercial
9.05660377358491,HUMAN_OBSERVATION,Iran,Aves,530,48,total
9.02777777777778,PRESERVED_SPECIMEN,Oman,Liliopsida,288,26,non-commercial
9.02777777777778,PRESERVED_SPECIMEN,Oman,Liliopsida,288,26,total
8.99182561307902,PRESERVED_SPECIMEN,Australia,Polypodiopsida,734,66,total
8.96551724137931,PRESERVED_SPECIMEN,Georgia,Liliopsida,725,65,non-commercial
8.96551724137931,PRESERVED_SPECIMEN,Georgia,Liliopsida,725,65,open commercial
8.94660894660895,HUMAN_OBSERVATION,United States,Pezizomycetes,693,62,total
8.91218872870249,HUMAN_OBSERVATION,Sweden,Aves,763,68,total
8.83534136546185,PRESERVED_SPECIMEN,United Kingdom,Florideophyceae,498,44,open commercial
8.82708585247884,HUMAN_OBSERVATION,Denmark,Leotiomycetes,827,73,total
8.81670533642691,PRESERVED_SPECIMEN,Seychelles,Insecta,431,38,total
8.8023088023088,HUMAN_OBSERVATION,United States,Pezizomycetes,693,61,non-commercial
8.78787878787879,PRESERVED_SPECIMEN,Guatemala,Reptilia,330,29,non-commercial
8.78112712975098,HUMAN_OBSERVATION,Sweden,Aves,763,67,non-commercial
8.76494023904383,PRESERVED_SPECIMEN,Malaysia,Amphibia,251,22,total
8.75706214689266,PRESERVED_SPECIMEN,United States,Reptilia,2832,248,non-commercial
8.7251356238698,PRESERVED_SPECIMEN,United Kingdom,Liliopsida,2212,193,total
8.71710526315789,PRESERVED_SPECIMEN,Kyrgyzstan,Liliopsida,608,53,total
8.68204283360791,HUMAN_OBSERVATION,New Zealand,Insecta,6070,527,total
8.61723446893788,PRESERVED_SPECIMEN,Brazil,Amphibia,998,86,total
8.61423220973783,HUMAN_OBSERVATION,Bulgaria,Aves,534,46,total
8.61423220973783,HUMAN_OBSERVATION,Bulgaria,Aves,534,46,non-commercial
8.60927152317881,PRESERVED_SPECIMEN,Comoros,Insecta,302,26,total
8.60869565217391,PRESERVED_SPECIMEN,United States,Aves,3450,297,non-commercial
8.60038345658724,PRESERVED_SPECIMEN,United States,Sordariomycetes,3651,314,total
8.59977949283352,HUMAN_OBSERVATION,Australia,Actinopterygii,5442,468,non-commercial
8.59106529209622,HUMAN_OBSERVATION,Benin,Aves,582,50,non-commercial
8.59106529209622,HUMAN_OBSERVATION,Benin,Aves,582,50,total
8.58468677494199,HUMAN_OBSERVATION,Denmark,Sordariomycetes,862,74,total
8.58468677494199,PRESERVED_SPECIMEN,South Africa,Polypodiopsida,431,37,total
8.58355965267949,HUMAN_OBSERVATION,Mexico,Magnoliopsida,26143,2244,total
8.53765826416249,HUMAN_OBSERVATION,Mexico,Magnoliopsida,26143,2232,non-commercial
8.53658536585366,HUMAN_OBSERVATION,Zambia,Mammalia,328,28,total
8.52534562211982,HUMAN_OBSERVATION,United States,Maxillopoda,434,37,non-commercial
8.52520224019913,PRESERVED_SPECIMEN,French Polynesia,Magnoliopsida,1607,137,total
8.47969264544457,PRESERVED_SPECIMEN,Sri Lanka,Magnoliopsida,3644,309,total
8.46787479406919,HUMAN_OBSERVATION,New Zealand,Insecta,6070,514,non-commercial
8.45588235294118,PRESERVED_SPECIMEN,Germany,Liliopsida,2448,207,total
8.45454545454546,HUMAN_OBSERVATION,Malaysia,Aves,1100,93,non-commercial
8.40865516296905,PRESERVED_SPECIMEN,United States,Sordariomycetes,3651,307,non-commercial
8.40787119856887,HUMAN_OBSERVATION,United States,Elasmobranchii,559,47,total
8.40171942164908,PRESERVED_SPECIMEN,Japan,Liliopsida,2559,215,total
8.38126540673788,PRESERVED_SPECIMEN,United States,Sordariomycetes,3651,306,open commercial
8.36575875486381,PRESERVED_SPECIMEN,France,Aves,1028,86,total
8.33333333333333,PRESERVED_SPECIMEN,Argentina,Polypodiopsida,660,55,total
8.3156779661017,PRESERVED_SPECIMEN,India,Bryopsida,1888,157,total
8.31062670299728,HUMAN_OBSERVATION,Australia,Polypodiopsida,734,61,total
8.30769230769231,HUMAN_OBSERVATION,Poland,Aves,650,54,non-commercial
8.25688073394496,HUMAN_OBSERVATION,Italy,Magnoliopsida,7303,603,total
8.24742268041237,PRESERVED_SPECIMEN,Canada,Lecanoromycetes,2425,200,non-commercial
8.24318773106942,HUMAN_OBSERVATION,Italy,Magnoliopsida,7303,602,non-commercial
8.24036888293916,HUMAN_OBSERVATION,United States,Actinopterygii,6723,554,non-commercial
8.23170731707317,HUMAN_OBSERVATION,Zambia,Mammalia,328,27,non-commercial
8.18330605564648,HUMAN_OBSERVATION,Trinidad & Tobago,Aves,611,50,non-commercial
8.18330605564648,HUMAN_OBSERVATION,Trinidad & Tobago,Aves,611,50,total
8.18181818181818,PRESERVED_SPECIMEN,Guatemala,Reptilia,330,27,open commercial
8.15677966101695,PRESERVED_SPECIMEN,India,Bryopsida,1888,154,open commercial
8.15677966101695,PRESERVED_SPECIMEN,India,Bryopsida,1888,154,non-commercial
8.14814814814815,PRESERVED_SPECIMEN,Iran,Reptilia,270,22,open commercial
8.13953488372093,PRESERVED_SPECIMEN,Comoros,Bryopsida,258,21,non-commercial
8.13953488372093,PRESERVED_SPECIMEN,Comoros,Bryopsida,258,21,total
8.13953488372093,PRESERVED_SPECIMEN,Comoros,Bryopsida,258,21,open commercial
8.125,PRESERVED_SPECIMEN,Samoa,Polypodiopsida,320,26,total
8.11419984973704,HUMAN_OBSERVATION,Hong Kong SAR China,Magnoliopsida,1331,108,total
8.11419984973704,HUMAN_OBSERVATION,Hong Kong SAR China,Magnoliopsida,1331,108,non-commercial
8.05008944543828,HUMAN_OBSERVATION,United States,Elasmobranchii,559,45,non-commercial
8.04270462633452,PRESERVED_SPECIMEN,Ecuador,Bryopsida,1405,113,total
8.04270462633452,PRESERVED_SPECIMEN,Ecuador,Bryopsida,1405,113,open commercial
8.04270462633452,PRESERVED_SPECIMEN,Ecuador,Bryopsida,1405,113,non-commercial
8.00970873786408,PRESERVED_SPECIMEN,New Caledonia,Polypodiopsida,412,33,non-commercial
8.00970873786408,PRESERVED_SPECIMEN,New Caledonia,Polypodiopsida,412,33,open commercial
8,PRESERVED_SPECIMEN,Peru,Reptilia,525,42,total
7.99112097669256,HUMAN_OBSERVATION,Fiji,Actinopterygii,1802,144,total
7.94701986754967,PRESERVED_SPECIMEN,Comoros,Insecta,302,24,non-commercial
7.88863109048724,PRESERVED_SPECIMEN,Seychelles,Insecta,431,34,non-commercial
7.87602307795519,PRESERVED_SPECIMEN,Vietnam,Magnoliopsida,7453,587,total
7.86163522012579,PRESERVED_SPECIMEN,Australia,Amphibia,318,25,open commercial
7.85907859078591,HUMAN_OBSERVATION,Panama,Reptilia,369,29,total
7.85907859078591,PRESERVED_SPECIMEN,Panama,Reptilia,369,29,total
7.85907859078591,PRESERVED_SPECIMEN,Panama,Reptilia,369,29,non-commercial
7.85907859078591,HUMAN_OBSERVATION,Panama,Reptilia,369,29,non-commercial
7.85854616895874,HUMAN_OBSERVATION,Sri Lanka,Aves,509,40,total
7.85172821475763,PRESERVED_SPECIMEN,Spain,Magnoliopsida,14379,1129,total
7.83410138248848,PRESERVED_SPECIMEN,United States,Maxillopoda,434,34,total
7.80283739541651,HUMAN_OBSERVATION,Taiwan,Magnoliopsida,5498,429,non-commercial
7.80283739541651,HUMAN_OBSERVATION,Taiwan,Magnoliopsida,5498,429,total
7.78443113772455,HUMAN_OBSERVATION,United States,Mammalia,5511,429,total
7.78097982708934,HUMAN_OBSERVATION,Italy,Liliopsida,1735,135,total
